MESS_DATUM,RSK,RSKF,SDK,PM,TMK
1983-12-11,0,7,1.3,983.7,-2.2
1983-12-12,0,0,0.3,986.1,-5.8
1983-12-13,0,6,0,992.3,-4.8
1983-12-14,0,6,0,990.7,-5.2
1983-12-15,0,0,5.7,982.3,-6.5
1983-12-16,0,0,2.3,971.1,-6.7
1983-12-17,0.2,6,0,967.5,-2.3
1983-12-18,0,6,0,964.4,0
1983-12-19,0.3,6,0.1,960.3,1.6
1983-12-20,0.5,6,6.3,969.6,2.5
1983-12-21,1.3,6,0,967.6,1.8
1983-12-22,1.9,6,2.9,975,2.6
1983-12-23,0.4,6,0,976.2,7
1983-12-24,4.5,6,0,982.9,8.6
1983-12-25,9.3,6,0.1,980.9,11.2
1983-12-26,6.6,6,0,984.7,6.6
1983-12-27,0,0,0.8,1002.5,4.9
1983-12-28,0,0,1.3,999.5,4.6
1983-12-29,0,0,0,1001.7,4.6
1983-12-30,0,0,0.4,990.8,4.1
1983-12-31,0,0,1.3,993.4,3.4
1984-01-01,0,6,4.9,986.3,1.5
1984-01-02,3.4,6,0.5,984,4
1984-01-03,4.4,8,0,968.9,4.9
1984-01-04,0,8,0.9,976.6,1.6
1984-01-05,0.1,7,2.9,989,0.8
1984-01-06,0,8,0,984.6,0.6
1984-01-07,2.3,8,0,972.1,2.8
1984-01-08,0,8,1.1,972.7,1
1984-01-09,0.6,7,0.4,982.9,1
1984-01-10,0,7,0.4,994.3,-1.2
1984-01-11,0,8,0,987.9,0.6
1984-01-12,0,8,0,976,2.4
1984-01-13,3,8,0,974.2,4.1
1984-01-14,11.4,6,0,963.6,6.6
1984-01-15,2.1,8,0.9,974.7,1.6
1984-01-16,3.5,8,1.5,982.7,3.2
1984-01-17,7.4,8,0.2,974.3,3.8
1984-01-18,0.1,7,4.5,984.7,0.4
1984-01-19,0,7,1.6,978,-1.3
1984-01-20,0,0,3.9,982.5,-0.4
1984-01-21,0,0,0.1,985.7,-3.1
1984-01-22,5.1,8,0,971.4,-2.7
1984-01-23,5.2,8,3.1,957.9,1.3
1984-01-24,1.7,8,0.1,955.9,1.2
1984-01-25,0.3,7,2.9,982.3,-1.9
1984-01-26,0.9,6,0.7,983.1,-3.1
1984-01-27,0,6,0.4,983.2,-0.5
1984-01-28,0.3,6,1.9,990.3,-0.1
1984-01-29,2.2,6,2.4,988.3,1.5
1984-01-30,1.7,6,0,983.9,2.1
1984-01-31,5,8,0.2,971.9,1.8
1984-02-01,2.2,8,1.6,972.9,1.5
1984-02-02,0.6,6,0,973.9,3.7
1984-02-03,9.1,8,1.3,976.6,3.1
1984-02-04,0,6,0.3,985.1,4.1
1984-02-05,2.6,8,0.1,982.9,5.1
1984-02-06,17.5,8,0,974.2,4.5
1984-02-07,2.3,8,4.2,963.4,2.1
1984-02-08,6.1,8,0,960.3,1.5
1984-02-09,0,7,1.9,986.6,1.6
1984-02-10,2.2,8,3.3,1003,0.3
1984-02-11,0.1,6,0.2,1000.4,1.8
1984-02-12,0,0,8.8,1008,-1.8
1984-02-13,0,0,3.3,1004,-1.9
1984-02-14,0,0,8,1003.2,-1.6
1984-02-15,0,0,8.2,1002,-2.6
1984-02-16,0,0,7.2,999.1,-4
1984-02-17,0,0,7.4,997.9,-5.2
1984-02-18,0,0,6.6,995.6,-5.1
1984-02-19,0,0,6.9,987.2,-2.6
1984-02-20,0,0,5.1,985.1,-1.9
1984-02-21,1,7,0.7,985.9,1.4
1984-02-22,3.1,8,0.4,984.2,0.3
1984-02-23,0,0,1.2,986.9,-0.5
1984-02-24,0,7,0,990.5,0.6
1984-02-25,0.8,8,0,984.9,-0.2
1984-02-26,3.5,8,1.2,977.9,2.9
1984-02-27,5.6,7,0,976.5,0
1984-02-28,0,0,1.4,982,0.1
1984-02-29,0,0,0,981.7,0.7
1984-03-01,0,0,6.8,977.5,0.7
1984-03-02,0.4,8,0,971.3,0.8
1984-03-03,0,7,2.5,972.7,1.2
1984-03-04,0,0,8.3,990.8,0.6
1984-03-05,0,0,0.5,996.6,1
1984-03-06,0,0,3,999.8,3.6
1984-03-07,0,8,0,995.7,3.9
1984-03-08,0,7,7.2,997.4,1
1984-03-09,0,7,2,999.2,-1
1984-03-10,0,0,7.4,994.6,-1.2
1984-03-11,0,0,9.9,993.5,-0.8
1984-03-12,0,7,4.5,989.9,0.6
1984-03-13,0,0,2.2,989.3,1.8
1984-03-14,0,0,3.8,987.5,2
1984-03-15,0,0,9.3,978.2,4.4
1984-03-16,0,0,1.5,976.8,4
1984-03-17,0,0,5.6,979.1,3.5
1984-03-18,0,0,6.3,983.3,2.1
1984-03-19,0,0,9.4,985,1
1984-03-20,0,0,10.4,980.5,1.8
1984-03-21,0,0,9.6,978.2,4
1984-03-22,0,0,9.6,978.5,4.8
1984-03-23,0,0,9.7,978.5,3.9
1984-03-24,1.7,6,4,973.9,7.5
1984-03-25,1,6,0,971.1,4.2
1984-03-26,1.5,6,3.2,968.8,4.9
1984-03-27,0.6,6,4.2,973.9,7.9
1984-03-28,2.1,6,2.2,972.3,10.4
1984-03-29,0,6,0.3,975.5,6.2
1984-03-30,0,0,1.9,981.1,4.9
1984-03-31,0.2,6,4.1,978.5,3.6
1984-04-01,11.5,6,0,969.8,3.2
1984-04-02,6,8,0,970.4,1.1
1984-04-03,2.1,8,0,976.5,0.6
1984-04-04,2.4,8,0,978.2,1.4
1984-04-05,0.2,6,0.9,979.6,2.8
1984-04-06,0,6,0.2,984,3.8
1984-04-07,0,0,0,986.9,5.6
1984-04-08,0,0,0.7,988.4,6
1984-04-09,0,0,1.7,988.2,6.3
1984-04-10,0,0,0.2,982,5.6
1984-04-11,0,0,0.2,981.3,6.4
1984-04-12,1,6,0,985.9,4.7
1984-04-13,0,0,3.3,991.5,7.9
1984-04-14,0,0,11.1,986.6,10.8
1984-04-15,0,6,10.9,980,14.5
1984-04-16,2.8,6,0,984.3,6.4
1984-04-17,0.2,6,4.7,995.8,5.4
1984-04-18,0,0,11.1,997.7,6.6
1984-04-19,0,0,12.2,994.2,8.5
1984-04-20,0,0,9.9,991.7,11.5
1984-04-21,0,0,12.7,988.7,14.3
1984-04-22,0,0,7.7,986.7,16.4
1984-04-23,0,0,11.7,988.9,14.7
1984-04-24,0,0,11.7,993.9,12.5
1984-04-25,0,0,12.8,994,13.4
1984-04-26,0,0,11,987.7,13.4
1984-04-27,0,0,12.6,990.4,8.6
1984-04-28,0,0,7.9,988.1,5.4
1984-04-29,0,0,12.6,988.6,7.1
1984-04-30,0.5,6,3.3,977.3,8.5
1984-05-01,0,0,11.8,970.6,10.9
1984-05-02,0,6,2.6,974,13.9
1984-05-03,0.3,6,1.6,977.1,13.6
1984-05-04,0,6,6.7,979.2,15.4
1984-05-05,6.1,6,2.2,977.6,15.5
1984-05-06,0,0,7,980.5,15
1984-05-07,4.2,6,0,982.5,6
1984-05-08,0,6,4.6,986.1,6.2
1984-05-09,0,0,7.2,984.9,8.2
1984-05-10,0.9,6,4.9,981.4,9.1
1984-05-11,0.2,6,3.6,982.4,8.6
1984-05-12,1.2,6,0,985.5,6
1984-05-13,9,6,0,984.1,7.3
1984-05-14,6.8,6,0,977.1,8.6
1984-05-15,0,0,10.6,970.7,13
1984-05-16,3.5,6,6.9,965.5,13.2
1984-05-17,0.7,6,7.5,973.5,12.2
1984-05-18,0,0,9.4,978.5,15.9
1984-05-19,8,6,9.3,970.7,15.2
1984-05-20,4.8,6,1.6,969.2,14
1984-05-21,4.9,6,0,961.5,10.6
1984-05-22,1.1,6,5.9,973.4,12.6
1984-05-23,14.7,6,1.7,972,11.6
1984-05-24,5.6,6,0,969.5,9
1984-05-25,7.4,6,3.3,970.1,11.6
1984-05-26,9.4,6,5.1,973,13.2
1984-05-27,1.7,6,0,974.7,11.2
1984-05-28,2.5,6,0.2,975.9,9.1
1984-05-29,2.9,6,0.9,976.3,10.4
1984-05-30,16.1,6,0,976.2,8.2
1984-05-31,0.1,6,0,978.1,10.2
1984-06-01,0.9,6,12.4,978.8,15.4
1984-06-02,1.6,6,2.9,982.7,14.9
1984-06-03,0,6,2.9,972,20.5
1984-06-04,1.2,6,1.7,971.9,11.4
1984-06-05,25.7,6,5,974.3,13.6
1984-06-06,2.7,6,0,979.3,11.4
1984-06-07,1.4,6,6.6,976.7,12
1984-06-08,10.5,6,1.9,976.6,12.1
1984-06-09,0,0,0.2,984.3,9.9
1984-06-10,0,0,13.5,988.8,16.1
1984-06-11,0,0,7.6,991.5,14.2
1984-06-12,0,0,13,993.5,14.8
1984-06-13,0,0,7.7,990.6,18.2
1984-06-14,6,6,6,986.8,17.5
1984-06-15,0,0,0.1,989.9,12.2
1984-06-16,0,0,0.5,989.3,13.2
1984-06-17,0,0,8.2,989.2,14.8
1984-06-18,0,0,12.2,993.1,17.5
1984-06-19,0,0,13.7,994.1,19.4
1984-06-20,0.6,6,12.4,986.8,20
1984-06-21,1.5,6,7.4,978.4,18.8
1984-06-22,5.9,6,10.1,981.1,18.6
1984-06-23,0.7,6,8.1,980.5,13.9
1984-06-24,0,0,3.4,982.8,11.6
1984-06-25,2.3,6,0,985.1,11.4
1984-06-26,0,0,5.9,989.6,13.4
1984-06-27,0,0,13.3,985.6,17.5
1984-06-28,0.5,6,5.5,979.6,14.2
1984-06-29,0,6,4.2,982.7,11.3
1984-06-30,1.4,6,3.9,984.4,11.8
1984-07-01,3.3,6,13.6,985.9,15.6
1984-07-02,3.7,6,6.3,981.7,13.6
1984-07-03,0.5,6,2.5,988.1,10.9
1984-07-04,0.1,6,0,991.1,11.9
1984-07-05,0,0,0,991,12.1
1984-07-06,0,0,6.2,989.7,13.4
1984-07-07,0,0,13.3,989.1,16.9
1984-07-08,0,0,14.5,986.7,19.3
1984-07-09,0,0,14.3,983.6,23.1
1984-07-10,0,0,12.8,983.5,25.4
1984-07-11,0,6,10.9,979.1,27.3
1984-07-12,0,0,7.2,988.1,20.1
1984-07-13,0,0,8.1,986.9,18.2
1984-07-14,15.7,6,2.7,983.9,16.2
1984-07-15,11.2,6,3.6,976,13.7
1984-07-16,2.6,6,2.3,982.5,12.4
1984-07-17,0,6,0.1,986.9,12.8
1984-07-18,0.6,6,0.7,988.1,14.8
1984-07-19,0,6,1.1,986.6,15
1984-07-20,0,0,2,988.3,14.3
1984-07-21,0,0,7,987.5,14.9
1984-07-22,0,0,11.1,987.9,16.8
1984-07-23,0,0,11.1,989.5,17.1
1984-07-24,0,0,10.4,987.1,18.8
1984-07-25,7.6,6,8.6,984.3,17.3
1984-07-26,0.1,6,1,987.5,15.4
1984-07-27,1,6,3.6,992,15.6
1984-07-28,0.4,6,0.3,989.6,15.1
1984-07-29,1.1,6,8,986.7,20.8
1984-07-30,0.8,6,13.1,983.2,22.7
1984-07-31,7.4,6,11.2,983.4,24.6
1984-08-01,0.9,6,0.7,989.4,15.9
1984-08-02,0,0,8.8,988.9,18
1984-08-03,0.6,6,13.5,984.9,22.8
1984-08-04,7,6,3.6,987.4,19.4
1984-08-05,1.6,6,2.9,987.6,16.9
1984-08-06,0,0,6.9,989.7,16.1
1984-08-07,0,0,10.5,987.3,16.8
1984-08-08,0,0,5.7,984.9,17.6
1984-08-09,0,0,2.1,985,18.7
1984-08-10,0.3,6,0.2,981.4,17.4
1984-08-11,5.3,6,0,982.4,15.5
1984-08-12,1.3,6,0.3,985,17.1
1984-08-13,0,0,8.3,984.4,17.8
1984-08-14,0,0,11.7,982.8,18.4
1984-08-15,0,0,6.6,984.3,18
1984-08-16,0,0,8.5,986.4,16.8
1984-08-17,0,0,8.8,988.8,16.6
1984-08-18,0,0,9.6,991.3,18.6
1984-08-19,0,0,5.1,992.2,18.2
1984-08-20,0,0,9.8,990.2,18.2
1984-08-21,0,0,11.7,987.1,18.7
1984-08-22,0,0,12.8,983,20.4
1984-08-23,0,0,12.1,980.2,20.6
1984-08-24,0,6,5.8,977.1,18
1984-08-25,8.8,6,0,979.3,16
1984-08-26,0.8,6,0.3,982,17.7
1984-08-27,0,0,4.6,986.7,16.5
1984-08-28,0,0,10.4,988.6,17
1984-08-29,0,0,8.5,987.6,17.7
1984-08-30,0,6,0.8,987.4,16.4
1984-08-31,0,0,7.6,986.4,19
1984-09-01,0,0,8.8,985.7,19.4
1984-09-02,0,0,8.2,985.9,18.7
1984-09-03,0,0,8.2,982.8,19.2
1984-09-04,2.5,6,5.6,976.7,18.4
1984-09-05,8.6,6,0,977.4,10.8
1984-09-06,1.7,6,0,982.9,9.3
1984-09-07,2.6,6,0.2,984.6,8.7
1984-09-08,7.8,6,0,982.5,9.6
1984-09-09,16.2,6,0,973.5,11.8
1984-09-10,1.2,6,3.7,972.3,11.9
1984-09-11,4.5,6,0.2,982.3,11.7
1984-09-12,1.1,6,1.4,985.2,14
1984-09-13,0,0,4.6,986.4,15.6
1984-09-14,2.8,6,5.9,979.9,15
1984-09-15,4.2,6,0,977.8,14.3
1984-09-16,0,0,0,979.8,13.8
1984-09-17,0.6,6,0,979.9,12.3
1984-09-18,0,0,0.8,975.1,13.6
1984-09-19,0,0,3.9,977.4,12.9
1984-09-20,0,0,0.6,977.8,13.7
1984-09-21,4.5,6,3.3,973.7,12.8
1984-09-22,1,6,3.3,971.8,9.8
1984-09-23,2.9,6,3.3,964.8,9
1984-09-24,4.5,6,1.1,968.9,7.9
1984-09-25,2.1,6,1.4,976.7,9.1
1984-09-26,0.5,6,1.3,978.3,9.3
1984-09-27,0,0,5.1,985.1,9.5
1984-09-28,0,0,6.3,982.1,11.6
1984-09-29,0,0,6.7,979.9,13.4
1984-09-30,0,0,3.2,980.1,14.4
1984-10-01,6.8,6,3.7,972.3,14.7
1984-10-02,0.1,6,0,971.8,10.5
1984-10-03,0.1,6,1.6,974.3,10.5
1984-10-04,11.7,6,5.2,971.2,9.8
1984-10-05,4.1,6,5.7,964.6,11.9
1984-10-06,0.4,6,0.4,978.7,10.4
1984-10-07,0.2,6,6.6,992.4,9.2
1984-10-08,0.1,6,0,992.1,9.8
1984-10-09,0.1,6,0,993.8,13.6
1984-10-10,0,0,0.2,994.4,13.4
1984-10-11,0,0,0.1,991.3,13.3
1984-10-12,0,0,2.2,993,9.7
1984-10-13,0,0,7.2,995.9,11
1984-10-14,0,0,5,995.9,11.1
1984-10-15,0.2,6,2.5,994.7,11.4
1984-10-16,0,0,5.5,994.8,8.6
1984-10-17,0,0,7.5,986.6,10.4
1984-10-18,0.1,6,7.9,977.3,14.1
1984-10-19,0.2,6,1.7,973.5,15.3
1984-10-20,1,6,9,978.5,11.8
1984-10-21,0.1,6,2,988,7.7
1984-10-22,0.5,6,2.9,987.9,9.4
1984-10-23,0.7,6,0.9,982.6,12.3
1984-10-24,0.1,6,2.3,985.3,11.5
1984-10-25,3.3,6,0.8,979.1,12.6
1984-10-26,0.5,6,0.3,981.7,9.6
1984-10-27,0,0,1.4,990.7,7.4
1984-10-28,0.1,6,4.3,997.1,5.4
1984-10-29,0.1,6,5.6,997.5,7.2
1984-10-30,0,0,7.2,995.5,6.2
1984-10-31,0.1,6,2.6,994.3,5.2
1984-11-01,0.2,6,0,991.1,4.1
1984-11-02,0,0,0,986.4,4.3
1984-11-03,0,0,0,985.4,5
1984-11-04,0,6,0,981.9,6.9
1984-11-05,0,0,2,976.2,5.6
1984-11-06,0,0,3.1,974.1,5.5
1984-11-07,0,0,0,979.5,3.1
1984-11-08,0,0,1.6,979.8,6.5
1984-11-09,0,0,0,978.3,7.6
1984-11-10,0,0,0,986.3,7.7
1984-11-11,0,0,3.7,989.3,8
1984-11-12,0,0,5.4,983.5,5.8
1984-11-13,0,0,3.9,981.4,4.3
1984-11-14,0,0,4.3,975.2,0.8
1984-11-15,0,0,0,968.4,1.5
1984-11-16,2.7,6,0,966.6,2.2
1984-11-17,0.4,6,2.1,969.1,4.8
1984-11-18,0,6,0,972.1,3.8
1984-11-19,0,6,0,973.8,2
1984-11-20,0.2,6,0,978.6,3.3
1984-11-21,3.3,6,0.2,976.2,4.6
1984-11-22,14.1,6,0,970.7,9.1
1984-11-23,5.3,6,6.1,966.2,11.3
1984-11-24,1.8,6,0.1,973.6,9.6
1984-11-25,1.1,6,0.3,982.2,9.5
1984-11-26,1,6,0,986.7,6.8
1984-11-27,0,0,6.2,997.1,2.7
1984-11-28,0,0,4.1,991.2,0
1984-11-29,0,0,6.7,989.1,0.9
1984-11-30,0,0,0,984.5,-0.9
1984-12-01,0,0,0,977.9,-0.8
1984-12-02,0,0,0,981.7,-0.6
1984-12-03,0,0,0,988.2,2
1984-12-04,0,0,0,991.9,2.5
1984-12-05,0,0,0,994.7,2.4
1984-12-06,0,0,0,994.2,0.8
1984-12-07,0,0,0,999.9,3
1984-12-08,0,0,0,998.9,2.7
1984-12-09,0.2,6,0,996.1,2.4
1984-12-10,0,6,0,996.4,3.2
1984-12-11,0,0,1.2,994.9,4.7
1984-12-12,0,0,1.7,990.2,2.4
1984-12-13,0,6,2.1,982.8,1.1
1984-12-14,8.5,8,0,984.8,1.4
1984-12-15,0,0,0,989.1,2.7
1984-12-16,2.6,6,0,983.9,2.6
1984-12-17,1.1,6,0,980.5,3.7
1984-12-18,5,6,0,980.3,4
1984-12-19,0,6,4.1,993.9,3
1984-12-20,4.5,6,0.8,991.1,4.6
1984-12-21,1.7,6,4.1,989.1,4.6
1984-12-22,0,0,5.4,997.9,0.3
1984-12-23,0,0,0,993.6,0.8
1984-12-24,0,7,5.9,985.3,-0.2
1984-12-25,1.5,8,0,982.6,-1.7
1984-12-26,0,7,0,980.2,0.3
1984-12-27,0,0,0,984,-0.3
1984-12-28,0,6,0,997.4,-0.5
1984-12-29,0,7,2.1,1003.1,-2.8
1984-12-30,0.1,7,0.9,1003.9,-2
1984-12-31,0.5,7,4.4,997.5,-4.5
1985-01-01,4.1,8,0,974.5,-0.9
1985-01-02,4.8,7,0,971.8,-4.4
1985-01-03,3.4,7,1.4,975.7,-5.1
1985-01-04,0.1,7,6.6,973.9,-10.8
1985-01-05,0.2,7,3.5,977.6,-10
1985-01-06,0,7,3.2,977.9,-13.3
1985-01-07,0,0,0.9,977.5,-12.9
1985-01-08,0.1,7,5.4,982.7,-18.2
1985-01-09,0,7,0.1,983.4,-13.1
1985-01-10,0.5,7,0,987.4,-11.4
1985-01-11,0,7,3.4,994.3,-12.8
1985-01-12,1.6,7,0,988.3,-9.7
1985-01-13,0,7,4.4,990.6,-14.5
1985-01-14,0,7,0.2,985.8,-11.6
1985-01-15,0,7,0.1,987.3,-8.3
1985-01-16,0,0,1.2,987.2,-5
1985-01-17,0,0,0,979.1,-7.4
1985-01-18,0,0,2.9,970.5,-8.9
1985-01-19,1.8,7,0,972.8,-4.6
1985-01-20,2.7,8,0,973.9,-2.3
1985-01-21,1.7,6,3.3,968.3,2
1985-01-22,3,6,0,963.6,5
1985-01-23,0.8,8,0,971.1,1.1
1985-01-24,0,0,4.3,977.9,-0.3
1985-01-25,5,8,0.3,972.5,0
1985-01-26,0.6,8,0,962.8,4.4
1985-01-27,0,7,3.2,980.9,-1.1
1985-01-28,0,0,1.7,982.8,-2.6
1985-01-29,0.8,6,3.3,990.4,1.4
1985-01-30,1.6,6,1.3,989.9,4.7
1985-01-31,8.9,6,0.1,985.1,6.1
1985-02-01,0.8,6,0,983.3,8.4
1985-02-02,0.2,6,1.1,982.4,8.4
1985-02-03,0,0,8.3,995,2.2
1985-02-04,0,0,8.7,994.5,-0.5
1985-02-05,0,0,8.5,984.4,-0.5
1985-02-06,1.2,6,0,981.9,3
1985-02-07,0,0,6.3,985.7,-0.4
1985-02-08,12.1,7,0,976.9,-3.2
1985-02-09,11.5,8,0,970,-5.8
1985-02-10,0,0,6.9,976.4,-10.9
1985-02-11,0,0,7.9,979,-12.6
1985-02-12,0,0,7.9,979.7,-12.6
1985-02-13,0,7,8.7,977.3,-11.4
1985-02-14,1.5,7,0.1,978.6,-8.4
1985-02-15,0,0,7.3,991,-12.7
1985-02-16,0,0,7.7,996.4,-10.6
1985-02-17,0,0,8.1,992.8,-8.5
1985-02-18,0,0,8.7,998.9,-9.3
1985-02-19,0,0,8.5,1002,-10.2
1985-02-20,0,0,7.9,1002.5,-11.2
1985-02-21,0,7,0.2,996.8,-3.1
1985-02-22,0.8,7,0.1,999.4,-1.5
1985-02-23,0.3,8,7.3,999.8,-1.5
1985-02-24,0,0,5.2,999,3.4
1985-02-25,0,0,7.4,996,2.1
1985-02-26,0,0,1.1,993.7,2.5
1985-02-27,0,0,0,994.4,-0.8
1985-02-28,0,0,0,992,0.2
1985-03-01,1.1,6,0,987.4,0.6
1985-03-02,2.1,6,0,983.2,3
1985-03-03,0,0,6,983.8,3.5
1985-03-04,0,6,0.5,981.7,4.2
1985-03-05,0,0,0,989.8,1.7
1985-03-06,0,0,0,995,2.7
1985-03-07,0,0,0,996.2,4.2
1985-03-08,0,0,6.7,999.6,5.3
1985-03-09,0,0,0.3,1001.5,3.9
1985-03-10,0,0,0,999.5,1.4
1985-03-11,0,0,0,996.5,0.6
1985-03-12,0,0,8.7,995.6,3.1
1985-03-13,0,0,7.7,987.8,3.4
1985-03-14,1,8,1.5,978.3,2.3
1985-03-15,0,7,3.2,976,0.9
1985-03-16,0.3,8,1,966.7,2.8
1985-03-17,6.5,7,0,968.5,0.1
1985-03-18,7,7,0,974.9,-1.7
1985-03-19,0,7,0,974.6,-0.6
1985-03-20,0,0,5.3,969.7,0.9
1985-03-21,0,0,3.2,963.6,2.6
1985-03-22,0,0,3.8,963.5,4.4
1985-03-23,0,0,8.2,970.7,5.8
1985-03-24,1.6,6,3.5,974.4,4.6
1985-03-25,0,6,7.3,976.2,8.1
1985-03-26,2.5,6,4.4,972.5,8.6
1985-03-27,1,6,1.6,969.9,5.3
1985-03-28,0,7,4.5,981.2,1.8
1985-03-29,0,8,0.3,982.7,3.5
1985-03-30,0,6,0.2,978.8,10
1985-03-31,0.9,6,0.9,979.1,9.8
1985-04-01,0.1,6,1.7,984.1,11.5
1985-04-02,0,6,4.3,984.9,11.6
1985-04-03,0,0,6,988.7,11.3
1985-04-04,0,0,9.1,977.7,15.4
1985-04-05,3.1,6,2.7,970.3,15.3
1985-04-06,1.4,6,2.6,970.9,10.4
1985-04-07,0.5,6,7,973.4,11.1
1985-04-08,0.7,6,3.3,969,10.1
1985-04-09,4.3,6,0.2,968.5,6.8
1985-04-10,0.1,6,4.1,977,8.7
1985-04-11,1.5,6,3.2,976.3,7.9
1985-04-12,4.5,6,3.7,975.5,5.4
1985-04-13,1.2,6,2.2,972,6.3
1985-04-14,1.1,6,1.9,974.1,6
1985-04-15,5.5,6,4.3,986.9,5.4
1985-04-16,1.1,6,0,993,7.2
1985-04-17,0,0,10,998.8,7.2
1985-04-18,0,0,11.9,995,9.8
1985-04-19,0,0,12.3,988.3,11.9
1985-04-20,0,0,11.4,975.9,14
1985-04-21,0,0,12.1,979,16.1
1985-04-22,0,0,8.3,979.2,15.1
1985-04-23,0,0,2.2,978.5,8.4
1985-04-24,0,0,10.6,986.8,4.6
1985-04-25,0,6,3.8,982.3,5.2
1985-04-26,0,0,8.1,982.9,4.9
1985-04-27,5.1,8,0,972.9,3.9
1985-04-28,0.8,8,7,974,2.5
1985-04-29,0,8,4,978.1,4
1985-04-30,0,6,8.7,979.4,7.5
1985-05-01,1.7,6,0.6,977.7,9.4
1985-05-02,8.1,6,8.5,970.4,6.2
1985-05-03,0.3,6,3.6,974.7,6.4
1985-05-04,0,0,2.6,976.1,7.5
1985-05-05,0,0,2.3,974.7,10.8
1985-05-06,0,0,12.3,969.7,15.5
1985-05-07,0.4,6,6,965.9,18
1985-05-08,0.1,6,4.1,969.9,11.8
1985-05-09,8.9,6,4,975,12
1985-05-10,0,0,0.3,980.9,11.8
1985-05-11,3.5,6,2.3,980.5,13.8
1985-05-12,0,0,8.3,977.4,16.6
1985-05-13,0,0,6.7,975.5,19
1985-05-14,0.9,6,10.5,978,16.8
1985-05-15,4,6,3.3,983.1,13.5
1985-05-16,0,0,9.5,983.2,17.5
1985-05-17,0,0,10.9,985.9,17.2
1985-05-18,0,0,9.5,984.4,16.8
1985-05-19,0,0,0.8,984.3,17.2
1985-05-20,9.1,6,4.3,979.9,17.4
1985-05-21,6.8,6,0.8,976.6,14.5
1985-05-22,7,6,0,973.5,11.6
1985-05-23,0.5,6,3.8,975.3,11.9
1985-05-24,0,0,9.3,981.4,14.9
1985-05-25,0,0,13.7,984.9,18.7
1985-05-26,0,0,13.7,983,21.8
1985-05-27,15.7,6,10.1,981.6,19.6
1985-05-28,9.1,6,1.2,984.6,16.8
1985-05-29,17.4,6,0,986.5,12.6
1985-05-30,0,0,2.3,989.1,15.2
1985-05-31,0,0,12.4,990.1,16.8
1985-06-01,0,6,12.5,990,17.8
1985-06-02,0,0,4.7,988.4,17.1
1985-06-03,0,0,14.8,986.9,19.5
1985-06-04,0,0,13.7,983.3,21.3
1985-06-05,2,6,11,979.7,21.8
1985-06-06,0,6,8.9,979,20.5
1985-06-07,4.5,6,6.4,977.6,16
1985-06-08,0,6,5.8,981.2,10.3
1985-06-09,8.5,6,3.3,983,10.8
1985-06-10,11.8,6,2.1,978.7,9.9
1985-06-11,1,6,5.4,984.7,11.5
1985-06-12,2.2,6,3.5,974.1,12.1
1985-06-13,0,6,6.7,976.7,11.9
1985-06-14,5.9,6,9.1,979.5,15.1
1985-06-15,0,6,7.2,984.9,11
1985-06-16,0,0,5.5,985.7,11.6
1985-06-17,0,0,3.3,985.4,11.1
1985-06-18,0,0,5.7,985.6,13.6
1985-06-19,5.3,6,6.1,978.5,17
1985-06-20,1,6,0,975.9,11.7
1985-06-21,2.2,6,1.3,980.2,14.4
1985-06-22,1.9,6,1.4,976.8,15.5
1985-06-23,0,6,4.4,979,13.8
1985-06-24,2.6,6,1.3,980.2,14.4
1985-06-25,1.7,6,1.8,986.7,13
1985-06-26,4.8,6,0,985.4,12.3
1985-06-27,7.2,6,6.6,985.9,12.3
1985-06-28,0,6,1,985.6,13.2
1985-06-29,0,6,1.8,987,14.9
1985-06-30,0,0,7.2,986.7,18.9
1985-07-01,9.2,6,5.5,983.2,17.6
1985-07-02,0,0,10.8,988.5,16.1
1985-07-03,0,0,14.9,990.2,18.6
1985-07-04,0,0,14.8,987,20.7
1985-07-05,0,0,14.8,985.9,21.4
1985-07-06,2,6,2.3,988.9,18
1985-07-07,0,0,14.4,993.2,17.2
1985-07-08,0,0,6.4,988.4,14.6
1985-07-09,5.6,6,2.4,985.3,15.8
1985-07-10,0,0,5.9,986.2,15.6
1985-07-11,0,0,4.8,987.4,16
1985-07-12,0,0,6.8,989.1,18.6
1985-07-13,0,0,13.8,990.1,20.4
1985-07-14,0.4,6,13.4,984.2,23.8
1985-07-15,0,0,8,987.2,21.3
1985-07-16,4.8,6,4.2,987.1,16.9
1985-07-17,0,0,12.5,988.7,18.9
1985-07-18,2.7,6,12.6,981.1,22.6
1985-07-19,1,6,7.9,979,19.3
1985-07-20,2.9,6,4.1,982.1,16.8
1985-07-21,0.4,6,8.3,991,14.6
1985-07-22,0.2,6,3.5,990.6,16.5
1985-07-23,0,6,3.8,990.3,17.9
1985-07-24,0,0,13.8,990.7,19.3
1985-07-25,0,0,14.3,986.7,22
1985-07-26,11.1,6,8.2,979.4,22.9
1985-07-27,0,0,7.6,981.7,18.8
1985-07-28,2.4,6,7.3,977.7,21.1
1985-07-29,16.9,6,0.4,974.9,16.4
1985-07-30,0,6,13,977.2,18
1985-07-31,8.2,6,1.5,978.7,15.6
1985-08-01,0.4,6,1.8,982.3,16.4
1985-08-02,0,0,10.2,986.2,16.4
1985-08-03,0.8,6,5.5,982.1,17.4
1985-08-04,1.1,6,2.8,981.8,15.5
1985-08-05,0,6,9,971.4,20.2
1985-08-06,0.7,6,0,975.1,13.8
