LONGITUDE,LATITUDE,BRIGHT_TI4,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_TI5,FRP,DAYNIGHT
10.384,12.78362,352.4,0.39,0.59,2020-06-21,1312,N,VIIRS,n,1.0NRT,300,6.5,D
4.7383,12.14478,336.7,0.5,0.41,2020-06-21,1312,N,VIIRS,n,1.0NRT,304.3,1,D
4.48085,12.04795,335.9,0.48,0.4,2020-06-21,1312,N,VIIRS,n,1.0NRT,304,2,D
4.07978,12.58654,340.3,0.47,0.39,2020-06-21,1312,N,VIIRS,n,1.0NRT,308.5,2.9,D
4.73959,12.14592,337.5,0.5,0.41,2020-06-21,1312,N,VIIRS,n,1.0NRT,304,2.6,D
6.08784,4.80282,295.9,0.75,0.77,2020-06-22,6,N,VIIRS,n,1.0NRT,270.6,2.1,N
4.51073,12.94419,342.5,0.49,0.41,2020-06-21,1312,N,VIIRS,n,1.0NRT,308.6,4.9,D
6.35546,5.68932,306,0.74,0.76,2020-06-22,6,N,VIIRS,n,1.0NRT,267.8,2.3,N
6.3544,5.68222,301.9,0.74,0.76,2020-06-22,6,N,VIIRS,n,1.0NRT,264.1,2.3,N
5.57869,5.89958,301.5,0.48,0.65,2020-06-22,148,N,VIIRS,n,1.0NRT,270.4,3.4,N
5.58312,5.89879,331.6,0.48,0.65,2020-06-22,148,N,VIIRS,n,1.0NRT,270.8,3.7,N
7.54456,13.02509,341,0.42,0.37,2020-06-22,1254,N,VIIRS,l,1.0NRT,312,1.9,D
6.07176,13.39523,338.7,0.39,0.36,2020-06-22,1254,N,VIIRS,n,1.0NRT,308.2,5.4,D
5.89379,8.12903,307.6,0.4,0.44,2020-06-20,42,N,VIIRS,n,1.0NRT,289,0.5,N
6.36599,4.44173,328,0.7,0.75,2020-06-19,1348,N,VIIRS,n,1.0NRT,286.3,5.9,D
5.84889,8.25164,304.5,0.4,0.44,2020-06-20,42,N,VIIRS,n,1.0NRT,289.1,0.6,N
10.77193,12.78548,306.6,0.4,0.37,2020-06-20,42,N,VIIRS,n,1.0NRT,292.9,1.2,N
5.58312,5.90174,323.1,0.39,0.44,2020-06-20,42,N,VIIRS,n,1.0NRT,259.7,4,N
6.40144,7.35395,304.3,0.54,0.42,2020-06-20,42,N,VIIRS,n,1.0NRT,287.3,1.2,N
13.04122,12.08043,336.6,0.32,0.55,2020-06-20,1148,N,VIIRS,n,1.0NRT,302.2,1.5,D
13.44027,12.2722,337.7,0.6,0.53,2020-06-20,1148,N,VIIRS,n,1.0NRT,303.7,4.6,D
3.3794,6.64298,308.6,0.58,0.7,2020-06-21,24,N,VIIRS,n,1.0NRT,279.8,3,N
3.38017,6.64947,305,0.58,0.7,2020-06-21,24,N,VIIRS,n,1.0NRT,275.7,1.9,N
4.45783,11.11992,338.7,0.47,0.4,2020-06-21,1312,N,VIIRS,n,1.0NRT,304.9,3.3,D
10.26904,9.49211,337.4,0.34,0.56,2020-06-21,1312,N,VIIRS,n,1.0NRT,295.4,2.8,D
2.82839,7.96751,338.7,0.39,0.36,2020-06-21,1312,N,VIIRS,n,1.0NRT,287.7,2.5,D
4.31819,11.37511,337.4,0.47,0.39,2020-06-21,1312,N,VIIRS,n,1.0NRT,306.2,2.8,D
4.2263,11.76345,341.1,0.47,0.39,2020-06-21,1312,N,VIIRS,n,1.0NRT,304,6.5,D
4.55062,11.78732,331,0.48,0.4,2020-06-21,1312,N,VIIRS,l,1.0NRT,302.6,1.6,D
4.88158,5.91089,323.2,0.42,0.45,2020-06-23,130,N,VIIRS,n,1.0NRT,289.5,4.6,N
4.87783,5.91151,338.7,0.42,0.45,2020-06-23,130,N,VIIRS,n,1.0NRT,289.7,4.6,N
5.2035,5.6153,320,0.44,0.46,2020-06-23,130,N,VIIRS,n,1.0NRT,288.3,2,N
5.19951,5.61596,317.4,0.44,0.46,2020-06-23,130,N,VIIRS,n,1.0NRT,286.9,3.5,N
5.19412,5.53476,305.7,0.44,0.46,2020-06-23,130,N,VIIRS,n,1.0NRT,282.1,0.7,N
5.20281,5.61104,307.3,0.44,0.46,2020-06-23,130,N,VIIRS,n,1.0NRT,287.8,2,N
12.46444,13.10971,346.1,0.42,0.38,2020-06-23,1230,N,VIIRS,n,1.0NRT,315.4,19,D
4.61359,12.12351,336.5,0.43,0.46,2020-06-23,1230,N,VIIRS,n,1.0NRT,297.6,2.3,D
11.06146,12.42269,350.3,0.39,0.36,2020-06-23,1230,N,VIIRS,n,1.0NRT,311.6,14,D
10.39461,12.67437,343.3,0.38,0.36,2020-06-23,1230,N,VIIRS,n,1.0NRT,311.9,7.5,D
5.24981,11.35585,347.2,0.4,0.45,2020-06-23,1230,N,VIIRS,n,1.0NRT,294.6,8.6,D
11.98896,12.47238,343.7,0.4,0.37,2020-06-23,1230,N,VIIRS,n,1.0NRT,310.6,6.6,D
11.48465,12.03948,337.5,0.39,0.36,2020-06-23,1230,N,VIIRS,n,1.0NRT,307.2,3.5,D
11.88774,12.34238,340.9,0.4,0.37,2020-06-23,1230,N,VIIRS,n,1.0NRT,309.3,1.3,D
12.00243,11.59285,339.4,0.4,0.37,2020-06-23,1230,N,VIIRS,n,1.0NRT,305.7,4.5,D
12.09511,11.65145,337.3,0.4,0.37,2020-06-23,1230,N,VIIRS,n,1.0NRT,305.8,3.3,D
10.37435,12.79721,345.5,0.57,0.43,2020-06-22,1254,N,VIIRS,n,1.0NRT,305.3,7.9,D
12.12634,13.07407,345.7,0.49,0.49,2020-06-22,1254,N,VIIRS,n,1.0NRT,308.4,12.6,D
10.99428,11.14094,342.3,0.39,0.44,2020-06-22,1254,N,VIIRS,n,1.0NRT,304.3,3.4,D
10.31123,12.55791,340.3,0.56,0.43,2020-06-22,1254,N,VIIRS,n,1.0NRT,307.3,11,D
10.89668,10.85463,337.8,0.38,0.44,2020-06-22,1254,N,VIIRS,n,1.0NRT,303.2,5.3,D
11.01129,11.00273,338.1,0.39,0.44,2020-06-22,1254,N,VIIRS,n,1.0NRT,302.5,3.1,D
4.46074,9.60446,331.1,0.41,0.37,2020-06-22,1254,N,VIIRS,n,1.0NRT,302.3,2.3,D
11.05718,10.62469,331.7,0.39,0.44,2020-06-22,1254,N,VIIRS,n,1.0NRT,300.7,1.9,D
10.12605,10.29035,338.4,0.51,0.41,2020-06-22,1254,N,VIIRS,n,1.0NRT,303.8,1.9,D
11.20954,10.59619,344.4,0.4,0.44,2020-06-22,1254,N,VIIRS,n,1.0NRT,302.2,4.2,D
5.05122,5.95204,340.8,0.43,0.46,2020-06-23,130,N,VIIRS,n,1.0NRT,282.9,4.1,N
5.89164,8.12769,306.1,0.45,0.47,2020-06-23,124,N,VIIRS,n,1.0NRT,286.1,1.2,N
5.05051,5.94786,320.3,0.43,0.46,2020-06-23,130,N,VIIRS,n,1.0NRT,281.6,2.6,N
5.04738,5.95269,297.7,0.43,0.46,2020-06-23,130,N,VIIRS,n,1.0NRT,280.2,4.1,N
4.88228,5.91504,307.9,0.42,0.45,2020-06-23,130,N,VIIRS,n,1.0NRT,289.6,2.1,N
4.87853,5.91565,324.3,0.42,0.45,2020-06-23,130,N,VIIRS,n,1.0NRT,289.6,2.1,N
6.67015,5.63337,334.4,0.4,0.44,2020-06-23,1230,N,VIIRS,n,1.0NRT,291,2.7,D
6.51907,5.65918,340.4,0.41,0.45,2020-06-23,1230,N,VIIRS,n,1.0NRT,292.1,4.5,D
6.65776,5.38717,353.3,0.41,0.45,2020-06-23,1230,N,VIIRS,n,1.0NRT,291.4,7.8,D
6.65409,5.38658,334.4,0.41,0.45,2020-06-23,1230,N,VIIRS,n,1.0NRT,291.5,3.3,D
7.00421,4.55745,341.1,0.4,0.44,2020-06-23,1230,N,VIIRS,n,1.0NRT,293.6,3,D
6.81868,4.52784,331.9,0.41,0.45,2020-06-23,1230,N,VIIRS,n,1.0NRT,292.7,2.1,D
5.21149,5.48234,303.8,0.39,0.36,2020-06-24,106,N,VIIRS,n,1.0NRT,285.5,1.2,N
7.04548,4.55156,330.9,0.4,0.44,2020-06-23,1230,N,VIIRS,n,1.0NRT,292.1,2.2,D
7.28586,9.09389,306.8,0.43,0.38,2020-06-24,106,N,VIIRS,n,1.0NRT,290.5,0.7,N
11.47419,10.92887,304.4,0.46,0.47,2020-06-24,106,N,VIIRS,n,1.0NRT,287.6,0.9,N
6.42313,7.9272,304.9,0.41,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,291.6,1,N
5.89337,8.12846,321.9,0.4,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,291.1,1.9,N
6.45215,7.91897,306.5,0.41,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,291.1,0.9,N
6.45272,7.92238,312.7,0.41,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,291.4,0.9,N
3.61203,6.86048,305.8,0.39,0.36,2020-06-24,106,N,VIIRS,n,1.0NRT,290.5,0.6,N
6.40192,7.35733,307.4,0.41,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,291.6,0.8,N
11.49372,11.32873,344.6,0.39,0.36,2020-06-23,1230,N,VIIRS,n,1.0NRT,306.5,4.2,D
12.06345,11.53847,336.9,0.4,0.37,2020-06-23,1230,N,VIIRS,n,1.0NRT,305.6,3,D
11.17387,11.10118,342,0.39,0.36,2020-06-23,1230,N,VIIRS,n,1.0NRT,307.5,3.9,D
11.14932,11.20922,339,0.39,0.36,2020-06-23,1230,N,VIIRS,n,1.0NRT,305.9,3.4,D
4.69808,9.90057,330.7,0.46,0.47,2020-06-23,1230,N,VIIRS,n,1.0NRT,294.1,3.5,D
13.84228,11.41888,333.4,0.47,0.39,2020-06-23,1230,N,VIIRS,l,1.0NRT,305,1.9,D
12.10567,9.7502,342.3,0.39,0.36,2020-06-23,1230,N,VIIRS,n,1.0NRT,303.6,3,D
12.97442,10.73791,339.6,0.42,0.38,2020-06-23,1230,N,VIIRS,n,1.0NRT,306.6,4.6,D
12.41495,8.84066,330.3,0.4,0.37,2020-06-23,1230,N,VIIRS,n,1.0NRT,299.4,1.5,D
11.94055,9.54363,347.3,0.39,0.36,2020-06-23,1230,N,VIIRS,n,1.0NRT,299.8,4.7,D
8.87245,7.36184,333.4,0.44,0.38,2020-06-23,1230,N,VIIRS,n,1.0NRT,295.5,2.6,D
2.96855,6.40096,329.4,0.34,0.56,2020-06-23,1230,N,VIIRS,n,1.0NRT,285.8,1.4,D
6.36047,5.68598,341.6,0.42,0.45,2020-06-23,1230,N,VIIRS,n,1.0NRT,292.6,15.7,D
4.88016,5.91503,335.9,0.52,0.5,2020-06-23,1230,N,VIIRS,n,1.0NRT,290,3.7,D
6.51537,5.65857,335.3,0.41,0.45,2020-06-23,1230,N,VIIRS,n,1.0NRT,291.3,4.5,D
6.36083,5.68481,343.2,0.42,0.45,2020-06-23,1230,N,VIIRS,n,1.0NRT,292.3,18.4,D
6.35849,5.68411,352.7,0.44,0.62,2020-06-24,1212,N,VIIRS,n,1.0NRT,284.1,11.3,D
10.7155,10.53829,332.7,0.57,0.43,2020-06-24,1212,N,VIIRS,n,1.0NRT,283.4,3.9,D
7.04529,4.55171,330.7,0.4,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,277.8,2.5,N
7.00161,4.55849,301.9,0.41,0.37,2020-06-25,48,N,VIIRS,n,1.0NRT,277.5,0.7,N
5.58256,5.89815,317.1,0.47,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,288.2,2,N
5.58312,5.9018,340.1,0.47,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,289.9,6.6,N
5.04837,5.95289,327.6,0.51,0.41,2020-06-25,48,N,VIIRS,n,1.0NRT,284.9,3,N
5.31523,5.92392,312.5,0.49,0.4,2020-06-25,48,N,VIIRS,n,1.0NRT,285.3,1.2,N
5.0478,5.94912,306.9,0.51,0.41,2020-06-25,48,N,VIIRS,n,1.0NRT,284.5,1.4,N
5.05294,5.9522,316.7,0.51,0.41,2020-06-25,48,N,VIIRS,n,1.0NRT,285.4,2,N
6.70571,5.66105,306.5,0.42,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,276.8,0.5,N
5.05237,5.94843,305,0.51,0.41,2020-06-25,48,N,VIIRS,n,1.0NRT,284.8,0.9,N
6.59265,5.68896,309.4,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,278.8,0.9,N
6.59212,5.68548,302.8,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,277.1,0.6,N
6.48568,5.71244,318.5,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,279.5,1.5,N
6.42235,5.71493,329.2,0.43,0.38,2020-06-25,48,N,VIIRS,n,1.0NRT,280.8,3.7,N
5.86577,6.01086,298,0.41,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,276.5,1.4,N
5.86631,6.01426,325,0.41,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,276.6,1.4,N
5.58394,5.89891,329.5,0.4,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,284,1.5,N
5.58448,5.90228,310.2,0.4,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,283.3,1.5,N
4.87969,5.91357,344.5,0.39,0.36,2020-06-24,106,N,VIIRS,n,1.0NRT,291.3,8.7,N
5.05071,5.95129,330.6,0.39,0.36,2020-06-24,106,N,VIIRS,n,1.0NRT,288.7,3,N
5.37873,5.68622,307.9,0.4,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,287.6,0.8,N
5.37852,5.68763,313.8,0.4,0.37,2020-06-24,106,N,VIIRS,n,1.0NRT,287.7,1,N
5.20346,5.61446,333.3,0.39,0.36,2020-06-24,106,N,VIIRS,n,1.0NRT,290.9,4.9,N
5.19992,5.61503,325.5,0.39,0.36,2020-06-24,106,N,VIIRS,n,1.0NRT,289.7,4.5,N
8.01611,4.60601,302.9,0.52,0.42,2020-06-24,106,N,VIIRS,n,1.0NRT,287.9,0.5,N
5.19403,5.53487,313.8,0.39,0.36,2020-06-24,106,N,VIIRS,n,1.0NRT,284.9,1,N
6.09201,4.80079,301,0.42,0.38,2020-06-24,106,N,VIIRS,n,1.0NRT,280.8,0.8,N
6.08824,4.80139,307.6,0.42,0.38,2020-06-24,106,N,VIIRS,n,1.0NRT,282.1,1.3,N
6.96846,12.32302,343.5,0.61,0.54,2020-06-24,1212,N,VIIRS,n,1.0NRT,301.6,9,D
11.47495,10.93317,303.4,0.46,0.47,2020-06-24,106,N,VIIRS,n,1.0NRT,288.3,0.9,N
7.06193,4.658,308.1,0.61,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,287.3,0.8,N
7.06119,4.65307,320.7,0.61,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,287.8,1.9,N
5.69002,4.8537,340.4,0.38,0.59,2020-06-05,24,N,VIIRS,n,1.0NRT,288.8,4.1,N
5.69347,4.85322,312.9,0.38,0.59,2020-06-05,24,N,VIIRS,n,1.0NRT,288.4,2.3,N
6.09067,4.80229,322.7,0.36,0.57,2020-06-05,24,N,VIIRS,n,1.0NRT,288.5,1.9,N
6.0874,4.80276,304.3,0.36,0.57,2020-06-05,24,N,VIIRS,n,1.0NRT,288.1,2.3,N
7.10584,4.82935,313.8,0.61,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,288.7,2.4,N
7.11787,4.73027,306,0.6,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,288.3,1.5,N
6.59936,5.24827,316.3,0.33,0.56,2020-06-05,24,N,VIIRS,n,1.0NRT,286.8,1,N
7.10794,4.83011,319.3,0.61,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,288.9,3.6,N
5.37914,5.4528,314.7,0.41,0.6,2020-06-05,24,N,VIIRS,n,1.0NRT,286.4,1.9,N
6.60013,5.2534,312.9,0.33,0.56,2020-06-05,24,N,VIIRS,n,1.0NRT,284.7,1,N
5.88447,5.43663,313.7,0.37,0.58,2020-06-05,24,N,VIIRS,n,1.0NRT,287.5,0.8,N
5.88367,5.43123,302.8,0.37,0.58,2020-06-05,24,N,VIIRS,n,1.0NRT,287.2,0.4,N
5.1937,5.53289,304.2,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,287.4,0.4,N
5.88474,5.4326,312.8,0.38,0.58,2020-06-05,24,N,VIIRS,n,1.0NRT,287.3,1.2,N
6.22051,5.88415,336.5,0.34,0.56,2020-06-04,1330,N,VIIRS,n,1.0NRT,291.3,3.8,D
5.78474,5.82238,346.8,0.32,0.55,2020-06-04,1330,N,VIIRS,n,1.0NRT,290.4,3.9,D
5.37578,5.68918,329.5,0.6,0.53,2020-06-04,1330,N,VIIRS,n,1.0NRT,290.4,2.9,D
5.78542,5.81733,367,0.32,0.55,2020-06-04,1330,N,VIIRS,h,1.0NRT,291.7,3.9,D
5.20339,5.61321,339.9,0.58,0.52,2020-06-04,1330,N,VIIRS,n,1.0NRT,292.2,7.3,D
6.44329,5.82026,334.5,0.35,0.57,2020-06-04,1330,N,VIIRS,n,1.0NRT,291.1,2,D
6.81699,4.53033,316.1,0.63,0.54,2020-06-05,24,N,VIIRS,n,1.0NRT,288.4,2.6,N
5.8813,5.43307,310.4,0.38,0.58,2020-06-05,24,N,VIIRS,n,1.0NRT,287.5,1.7,N
7.0007,4.55497,307.5,0.61,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,287.9,1.1,N
6.26376,4.62774,318.9,0.34,0.56,2020-06-05,24,N,VIIRS,n,1.0NRT,288.5,1.3,N
7.04582,4.55352,325.2,0.61,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,288.9,4,N
7.00145,4.55992,305.8,0.61,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,288.4,0.7,N
7.05356,4.64305,305.9,0.61,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,288.3,1.1,N
7.05283,4.63812,305.9,0.61,0.53,2020-06-05,24,N,VIIRS,n,1.0NRT,287.9,1.1,N
5.68918,4.84828,308.5,0.38,0.59,2020-06-05,24,N,VIIRS,n,1.0NRT,288,1.1,N
5.69262,4.84779,302.7,0.38,0.59,2020-06-05,24,N,VIIRS,n,1.0NRT,288,0.8,N
6.30599,5.5673,321.3,0.35,0.57,2020-06-05,24,N,VIIRS,n,1.0NRT,287.2,3.3,N
5.375,5.68913,319.2,0.41,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,286.9,1.8,N
6.68262,5.54434,328.1,0.33,0.55,2020-06-05,24,N,VIIRS,n,1.0NRT,286.9,1.8,N
6.30276,5.56777,330.3,0.35,0.57,2020-06-05,24,N,VIIRS,n,1.0NRT,287.1,4.8,N
4.87599,5.91293,323.9,0.45,0.63,2020-06-05,24,N,VIIRS,n,1.0NRT,288,6.2,N
4.88009,5.91234,338.1,0.45,0.63,2020-06-05,24,N,VIIRS,n,1.0NRT,288.2,5.4,N
6.70346,5.66077,304.6,0.33,0.55,2020-06-05,24,N,VIIRS,n,1.0NRT,287.9,0.5,N
6.7065,5.66035,310.1,0.33,0.55,2020-06-05,24,N,VIIRS,n,1.0NRT,287.9,0.5,N
4.87925,5.91806,305.9,0.45,0.63,2020-06-05,24,N,VIIRS,n,1.0NRT,288,3.8,N
4.8784,5.91224,367,0.45,0.63,2020-06-05,24,N,VIIRS,h,1.0NRT,288.2,3.8,N
5.04994,5.95346,351.3,0.43,0.62,2020-06-05,24,N,VIIRS,n,1.0NRT,288,3.3,N
5.04911,5.94771,312.5,0.43,0.62,2020-06-05,24,N,VIIRS,n,1.0NRT,287.2,3.3,N
5.31397,5.92782,306.8,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,286.2,0.7,N
5.31323,5.92216,312.4,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,285.1,0.7,N
5.58357,5.8993,305.4,0.4,0.6,2020-06-05,24,N,VIIRS,n,1.0NRT,284.1,1.1,N
5.5817,5.90111,334.4,0.4,0.6,2020-06-05,24,N,VIIRS,n,1.0NRT,284.3,2.2,N
5.22107,5.55803,303.2,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,287.7,2.2,N
5.19452,5.53856,316.8,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,287.5,1,N
5.21805,5.56422,305.7,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,288,2.7,N
5.46564,5.5241,347.1,0.4,0.6,2020-06-05,24,N,VIIRS,n,1.0NRT,288.9,4.7,N
5.22188,5.56369,327,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,288.2,2.2,N
5.22573,5.56315,334.3,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,288.3,2.2,N
6.65502,5.38362,337.2,0.33,0.55,2020-06-05,24,N,VIIRS,n,1.0NRT,285.2,3,N
5.21886,5.56989,304.1,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,288.1,1.6,N
6.65578,5.38874,344,0.33,0.55,2020-06-05,24,N,VIIRS,n,1.0NRT,285.6,3.6,N
6.65881,5.38831,347.3,0.33,0.55,2020-06-05,24,N,VIIRS,n,1.0NRT,285.4,3.6,N
5.20145,5.61281,331.6,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,288.4,2.4,N
5.19759,5.61336,305.6,0.42,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,288.2,2.4,N
5.93605,5.51906,306.8,0.37,0.58,2020-06-05,24,N,VIIRS,n,1.0NRT,286.2,0.6,N
5.93525,5.51367,303.8,0.37,0.58,2020-06-05,24,N,VIIRS,n,1.0NRT,285.7,0.6,N
5.34539,5.67036,308.6,0.41,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,287.8,0.9,N
5.34916,5.66983,304.1,0.41,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,288,0.9,N
5.88497,5.43254,331.5,0.48,0.4,2020-06-05,1306,N,VIIRS,n,1.0NRT,289.1,3.8,D
6.84262,5.41054,343.4,0.54,0.42,2020-06-05,1306,N,VIIRS,n,1.0NRT,289.1,6.5,D
6.30482,5.56806,344,0.51,0.41,2020-06-05,1306,N,VIIRS,n,1.0NRT,292.2,7.2,D
7.91283,5.77852,329.8,0.43,0.46,2020-06-05,1306,N,VIIRS,n,1.0NRT,294.3,4.3,D
5.22598,5.55793,335.9,0.45,0.39,2020-06-05,1306,N,VIIRS,n,1.0NRT,292.5,3.7,D
6.39681,5.66569,333.5,0.52,0.41,2020-06-05,1306,N,VIIRS,n,1.0NRT,294.6,3.4,D
6.21703,5.88222,331.2,0.51,0.41,2020-06-05,1306,N,VIIRS,n,1.0NRT,296.1,5.4,D
5.20141,5.61503,337.5,0.45,0.39,2020-06-05,1306,N,VIIRS,n,1.0NRT,296.8,9.2,D
6.44704,6.05098,333.3,0.52,0.42,2020-06-05,1306,N,VIIRS,n,1.0NRT,294.8,3.4,D
6.33902,6.03125,338.1,0.52,0.41,2020-06-05,1306,N,VIIRS,n,1.0NRT,293.6,10,D
6.56892,6.10519,333.3,0.53,0.42,2020-06-05,1306,N,VIIRS,n,1.0NRT,294.1,2.7,D
6.57158,6.1048,338.4,0.53,0.42,2020-06-05,1306,N,VIIRS,n,1.0NRT,294.3,5.8,D
5.726,5.99247,332.6,0.48,0.4,2020-06-05,1306,N,VIIRS,n,1.0NRT,294.2,2.9,D
5.86592,6.0126,336.3,0.49,0.4,2020-06-05,1306,N,VIIRS,n,1.0NRT,296.1,9.5,D
4.8811,5.91321,344.8,0.44,0.38,2020-06-05,1306,N,VIIRS,n,1.0NRT,293.4,6.1,D
6.53629,6.12423,329.8,0.53,0.42,2020-06-05,1306,N,VIIRS,n,1.0NRT,293.4,2.8,D
6.21487,5.88392,308.6,0.36,0.57,2020-06-05,24,N,VIIRS,n,1.0NRT,285.8,2.1,N
5.5799,5.8998,318.6,0.4,0.6,2020-06-05,24,N,VIIRS,n,1.0NRT,283.6,1.1,N
5.43429,6.06616,317.5,0.41,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,284.9,3.4,N
6.21818,5.88345,325.5,0.36,0.57,2020-06-05,24,N,VIIRS,n,1.0NRT,286.8,2,N
5.86603,6.01218,332.1,0.38,0.59,2020-06-05,24,N,VIIRS,n,1.0NRT,287.4,3.2,N
5.43807,6.06564,321.4,0.41,0.61,2020-06-05,24,N,VIIRS,n,1.0NRT,285,2.5,N
5.58252,6.06279,318.2,0.4,0.6,2020-06-05,24,N,VIIRS,n,1.0NRT,285.2,3.2,N
5.86249,6.01267,330.3,0.38,0.59,2020-06-05,24,N,VIIRS,n,1.0NRT,287.3,3.2,N
12.07502,12.42366,336.3,0.75,0.77,2020-06-05,1130,N,VIIRS,n,1.0NRT,294.8,5.1,D
5.58619,6.06228,341.8,0.4,0.6,2020-06-05,24,N,VIIRS,n,1.0NRT,285.2,3.2,N
12.51152,13.08659,344.9,0.68,0.74,2020-06-05,1130,N,VIIRS,n,1.0NRT,295.4,7,D
12.5135,13.08648,344.2,0.68,0.74,2020-06-05,1130,N,VIIRS,n,1.0NRT,295,6.6,D
6.50565,5.10066,335.1,0.51,0.41,2020-06-05,1306,N,VIIRS,n,1.0NRT,294,13.8,D
5.69092,4.84931,332.9,0.46,0.39,2020-06-05,1306,N,VIIRS,n,1.0NRT,292.7,3,D
7.01094,5.3872,335.1,0.56,0.43,2020-06-05,1306,N,VIIRS,n,1.0NRT,293.1,4.5,D
7.57987,5.45839,330.5,0.4,0.44,2020-06-05,1306,N,VIIRS,n,1.0NRT,294,3.5,D
6.28556,6.44674,332.3,0.52,0.42,2020-06-05,1312,N,VIIRS,n,1.0NRT,286.9,3.6,D
5.82494,6.34924,329.2,0.49,0.4,2020-06-05,1312,N,VIIRS,n,1.0NRT,286.7,4.2,D
3.14498,6.44543,329.3,0.39,0.36,2020-06-05,1312,N,VIIRS,n,1.0NRT,282,2.6,D
8.92447,7.85269,330.2,0.53,0.5,2020-06-05,1312,N,VIIRS,n,1.0NRT,287.6,2.8,D
5.82424,7.01084,342.1,0.5,0.41,2020-06-05,1312,N,VIIRS,n,1.0NRT,288.4,13,D
3.14145,6.44489,325.6,0.39,0.36,2020-06-05,1312,N,VIIRS,n,1.0NRT,281.4,2.6,D
8.58819,11.95125,305.1,0.63,0.72,2020-06-06,6,N,VIIRS,n,1.0NRT,288.8,0.9,N
6.50279,5.10103,333.4,0.7,0.75,2020-06-06,6,N,VIIRS,n,1.0NRT,285.6,5.4,N
6.66725,5.63379,338.4,0.7,0.75,2020-06-06,6,N,VIIRS,n,1.0NRT,282.7,7.9,N
6.66734,5.63257,331.7,0.7,0.75,2020-06-06,6,N,VIIRS,n,1.0NRT,283.1,7.7,N
6.69708,5.46108,312.7,0.69,0.74,2020-06-06,6,N,VIIRS,n,1.0NRT,285.4,13.3,N
6.69063,5.46197,367,0.69,0.74,2020-06-06,6,N,VIIRS,h,1.0NRT,285.3,13.3,N
5.93454,5.51364,314.2,0.78,0.78,2020-06-06,6,N,VIIRS,n,1.0NRT,284,1.5,N
5.93562,5.52088,300.2,0.78,0.78,2020-06-06,6,N,VIIRS,n,1.0NRT,284.3,1.5,N
6.65251,5.38218,304.8,0.7,0.75,2020-06-06,6,N,VIIRS,n,1.0NRT,285,1.5,N
6.65354,5.38913,339.2,0.7,0.75,2020-06-06,6,N,VIIRS,n,1.0NRT,285,6.9,N
5.05039,5.95274,336,0.45,0.39,2020-06-05,1306,N,VIIRS,n,1.0NRT,295.3,5.3,D
5.0509,5.94919,335.7,0.45,0.39,2020-06-05,1306,N,VIIRS,n,1.0NRT,294.4,5.3,D
6.0907,4.80042,332.1,0.49,0.4,2020-06-05,1306,N,VIIRS,n,1.0NRT,289.1,2.7,D
